ID,value_ave_GB,value_ConPV_mx,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mn,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1
35,,,,,,,,,,,,,87.6,20.21,10.72,9.57
35,,2.94,41.73,1.07,2415.4,0.36,0.498,3.44,29.72,0.696,0.504,0.291,,,,
35,,2.92,41.05,1.11,2626.9,0.354,0.474,4.88,27.72,0.853,0.44,0.465,83.7,23.28,10.87,9.7
35,,2.89,40.14,1.15,2646.9,0.342,0.466,,,,,,,,,
35,,2.88,40.25,1.12,2710,0.344,0.468,,,,,,80.2,20.04,10.32,7.76
35,,2.95,42.12,1.16,2716.3,0.346,0.468,,,,,,,,,
35,,2.86,39.39,1.15,2565.2,0.342,0.462,4.75,23.12,0.987,0.713,0.645,,,,
35,,2.9,41.02,1.27,2765.5,0.306,0.404,2.19,29.48,0.799,0.577,0.303,,20.79,9.84,8.79
35,,2.86,39.38,1.23,2936.6,0.312,0.414,3.65,23.55,0.86,0.716,0.543,79.2,18.73,11.52,9.63
35,,2.96,42.33,1.2,2727.9,0.332,0.446,2.56,29.9,0.75,0.6,0.439,,,,
36,,2.79,37.68,1.05,2395.4,,,2.15,27.91,1.169,0.521,0.063,76.4,21.55,12.51,11.25
36,,2.84,38.15,1.2,2609.2,0.294,0.422,2.2,28.72,1.164,0.521,0.132,75.9,20.89,12.67,10.3
36,,2.87,39.55,1.3,2778.7,0.284,0.402,,,,,,,,,
36,,2.68,34.48,1.13,2662.2,0.308,0.436,3.52,28.46,1.263,0.718,0.236,,22.55,11.09,11.15
36,,2.78,37.26,1.2,2548.8,0.302,0.42,2.61,28.14,1.13,0.529,0.172,74.9,21.74,12.15,9.8
36,,,,,,,,4.87,22.68,1.105,0.624,0.486,72.3,20.85,11.71,10.92
36,,2.69,34.45,1.21,2583.7,0.3,0.414,3.53,28.44,1.11,0.416,0.26,76.4,21.02,11.81,11.46
36,,2.62,32.49,1.12,2412.6,0.302,0.434,3.63,27.07,1.078,0.628,0.399,73.8,22.18,11.76,10.64
36,,2.65,33.7,1.14,2294.3,0.314,0.434,3.21,25.15,1.153,0.567,0.531,71.8,21.73,14.04,11.9
36,,,,,,,,3.09,25.51,1.089,0.59,0.552,73.3,20.6,12.91,11.1
36,,2.75,36.57,1.19,2546.5,0.31,0.432,,,,,,,,,
36,,,,,,,,,,,,,76.4,23.33,15.25,10.6
36,,2.68,34.31,1.14,2402.9,0.304,0.426,,,,,,,,,
36,,,,,,,,3.47,24.87,1.156,0.623,0.567,71.8,22.75,12.86,11.41
36,,2.75,36.2,1.2,2470.8,0.304,0.424,,,,,,,,,
36,,2.78,37.3,1.31,2744.5,0.28,0.384,5.04,22.27,1.01,0.606,0.13,,,,
36,,2.75,36.58,1.28,2602.6,0.282,0.392,2.79,27.25,1.075,0.515,0.38,76.4,18.77,9.57,6.75
36,,2.81,38.2,1.32,2714.3,0.282,0.386,,,,,,,,,
36,,2.71,35.51,1.24,2741.7,0.286,0.4,5.11,26.1,0.99,0.593,0.323,72.8,16.54,9.16,6.93
36,,2.7,35.21,1.26,2475.2,0.284,0.398,,,,,,74.9,18.83,10.2,8.35
36,,2.79,37.72,1.21,2290.9,0.294,0.414,,,,,,,,,
36,,2.69,34.76,1.2,2296.2,0.292,0.414,,27.57,0.987,0.547,0.13,75.4,21.01,9.99,8.81
36,,2.74,36.21,1.24,2525.9,0.29,0.408,,,,,,,,,
36,,2.71,35.02,1.19,2470.5,0.296,0.412,,,,,,73.8,17,8.41,6.82
36,,2.71,35.49,1.21,2498.3,0.288,0.4,,,,,,,,,
36,,2.67,34.17,1.16,2339,0.304,0.43,3.6,24.56,1.144,0.387,0.362,,,,
36,,2.68,34.82,1.23,2481.7,0.284,0.404,2.87,27.21,0.895,,0.14,74.4,,8.51,
36,,2.73,35.72,1.25,2566.6,0.28,0.398,3.86,23.86,0.866,0.241,0.354,74.4,,,
36,,2.75,35.7,1.2,2496,0.294,0.414,3.7,25.72,0.98,,0.306,,,,
37,471.5,2.73,35.25,1.15,3271.4,0.328,0.426,2.14,25.85,0.926,0.251,0.321,71.8,17.14,6.88,8.56
37,460,,,,,,,,,,,,,,,
37,402.5,2.66,33.76,1.14,3016.2,0.31,0.414,2.91,25.17,0.807,0.22,,69.8,17.41,6.94,10.17
37,460.5,,,,,,,,,,,,,,,
37,447.5,,,,,,,,,,,,,,,
37,386.5,,,,,,,,,,,,,,,
37,398.5,,,,,,,,,,,,,,,
37,404,2.67,34,1.2,3144.2,0.316,0.406,2.08,26.38,0.771,0.229,0.109,72.3,19.39,7.65,8.39
37,417,,,,,,,,,,,,,,,
37,421.5,2.62,32.22,1.08,3355.8,0.342,0.43,1.82,26.24,0.799,0.437,0.137,70.3,15.89,6.58,9.04
37,429.5,,,,,,,,,,,,,,,
37,438,2.61,32.09,1.09,2978.7,0.328,0.422,3.29,25.9,0.775,0.182,0.115,75.7,17.82,7.45,7.77
37,445.5,,,,,,,,,,,,,,,
37,447,2.57,31.04,1.12,3237.6,0.338,0.438,2.74,25.95,0.769,0.097,0.176,71.8,18.57,7.4,7.59
37,439,,,,,,,,,,,,,,,
37,441,2.63,32.5,1.06,3212.3,0.324,0.414,3.71,22.87,0.728,0.081,0.171,71.3,16.51,7.5,8.31
37,407.5,,,,,,,,,,,,71.3,18.17,7.34,8.15
37,419,2.68,34.04,1.05,3087.5,0.344,0.452,,,,,,,,,
37,418,,,,,,,,,,,,72.3,17.7,8.68,8.27
37,,2.76,36.19,1.21,3335.9,0.316,0.412,,,,,,,,,
37,436,,,,,,,1.86,25.08,0.775,0.155,0.176,70.8,17.59,8.5,8.98
37,,2.79,36.85,1.27,3404.8,0.294,0.382,,,,,,,,,
37,,2.77,36.27,0.94,2880.6,0.426,0.57,4.42,22.99,0.828,0.424,0.154,,,,
37,,2.72,35,1.06,3062.6,0.354,0.464,3.53,24.58,0.511,0.338,,72.8,12.57,7,5.9
37,400.5,2.69,34.19,1.01,2868.3,0.376,0.486,,,0.739,0.188,0.103,,,,
37,412,,,,,,,,,,,,,,,
37,425,2.65,33.44,0.9,2711.8,0.412,0.536,3.63,24.53,0.702,0.496,0.291,70.8,14.63,7.97,8.64
37,416.5,2.67,33.82,1.13,3072.2,0.336,0.438,,,,,,69.3,15.15,7.79,7.13
37,427,,,,,,,,,,,,68.8,13.36,6.74,6.85
37,410.5,2.67,33.8,1.01,2897.4,0.37,0.496,,22.58,0.628,0.275,,,,,
37,416.5,,,,,,,,,,,,,,,
37,,2.68,33.64,1,2712.9,0.372,0.504,,,,,,,,,
37,412,,,,,,,,,,,,71.8,13.75,6.71,6.72
37,416,,,,,,,,,,,,,,,
37,441.5,2.66,33.73,0.91,2561.5,0.382,0.546,2.64,24.67,0.903,,0.179,,,,
37,411,,,,,,,2.71,25.27,,0.33,0.177,,,,
37,436,2.78,36.86,1.14,2918.2,0.352,0.466,2.82,23.11,0.543,0.154,,,,,
37,423.5,,,,,,,2.46,25.84,0.79,0.463,0.232,,,,
38,509,2.93,41.23,1.1,2830.8,0.334,0.48,,,,,,,,,
38,505.5,,,,,,,,,,,,,,,
38,504.5,2.86,38.89,0.96,2432.2,0.38,0.54,4.18,23.82,1.121,0.458,0.354,,19.43,8.75,8.2
38,514.5,,,,,,,,,,,,,,,
38,545,2.93,40.53,1.03,2768.7,0.364,0.532,,,,,,,,,
38,546.5,,,,,,,,,,,,,,,
38,518.5,2.86,39.37,1,2553.2,0.36,0.518,3.58,26.86,1.128,0.61,0.403,78.4,21.07,10.34,8.79
38,,2.75,36.22,0.96,2500.8,0.376,0.53,2.89,25.47,1.263,0.484,0.243,77.9,19.38,8.28,7.24
38,505.5,,,,,,,,,,,,,,,
38,,,,,,,,4.32,22.36,1.152,0.391,0.421,75.3,17.87,9.7,
38,505,2.84,38.61,1.02,2719.7,0.36,0.504,3.17,26.09,1.132,0.524,0.166,78.4,17.33,9.17,7.6
38,483,2.8,37.59,1.01,2567.6,0.366,0.532,2.92,27.33,1.1,0.383,0.325,78.4,18.77,8.46,8.96
38,519,,,,,,,,,,,,,,,
38,,2.75,35.7,0.96,2535.2,0.358,0.496,5.33,20.84,1.043,0.252,0.21,78.4,16.52,8.19,7.3
38,,,,,,,,4.73,21.16,1.193,0.351,0.197,79.5,17.58,8.37,7.71
38,,2.82,38.25,0.98,2602.5,0.366,0.518,,,,,,,,,
38,470,,,,,,,4.98,21.96,1.226,0.312,0.21,77.9,16.91,9.38,7.21
38,,2.93,41.32,0.97,2514.9,0.37,0.51,,,,,,,,,
38,523,,,,,,,6.08,20.46,1.268,0.296,0.363,77.9,17.3,8.66,7.91
38,,2.88,39.73,0.99,2551.5,0.378,0.536,,,,,,,,,
38,550,3.03,43.94,1.08,2722.6,0.354,0.514,5.62,22.55,1.253,0.63,0.332,,,,
38,550,,,,,,,,,,,,,,,
38,520,2.96,42.35,1.08,2707.6,0.348,0.496,3.29,28.35,1.066,0.681,0.763,78.9,14.32,9.52,6.01
38,540,3.1,46.74,,2778.3,0.344,0.508,7.13,20.97,1.076,0.529,0.491,,,,
38,530,,,,,,,,,,,,,,,
38,525,3.03,44.69,1.07,2646.8,0.356,0.522,5.33,24.66,,0.668,0.613,80.5,13.56,9.16,6.56
38,540,,,,,,,,,,,,,,,
38,500,2.96,42.03,0.97,2535.2,0.354,0.53,,,,,,80,15.77,9.45,6.83
38,460,,,,,,,,,,,,,,,
38,537.5,,,,,,,,,,,,,14.47,8.17,6.26
38,535,2.91,40.65,0.97,2775.4,0.378,0.524,2.92,26.69,,0.508,0.543,,,,
38,540,2.92,40.77,1.04,2575.9,0.358,0.504,6.32,25.76,1.092,0.638,0.609,80,16.61,9.94,7.76
38,520,2.81,37.72,0.96,2551.1,0.384,0.538,,,,,,,,,
38,565,2.88,39.64,0.98,2510,0.37,0.526,,,,,,77.4,,,
38,533,2.91,40.84,0.98,2449.3,0.39,0.534,,,,,,,,,
38,515,2.97,42.41,1.06,2702,0.356,0.514,2.9,26.61,1.1,0.607,0.622,,,,
38,515,2.91,40.65,1.03,2582.5,0.354,0.516,3.3,25.88,1.121,0.648,0.448,76.3,18.17,8.59,8.35
38,516,2.88,39.35,1,2548.2,0.368,0.514,,,,,,81.6,14.02,8.54,5.79
38,,2.97,42.29,1.06,2715,0.366,0.516,,,,,,,,,
39,436.5,,,,,,,,,,,,,,,
39,461,,,,,,,,,,,,,,,
39,434,,,,,,,,,,,,,,,
39,504.5,,,,,,,,,,,,,,,
39,449,2.76,36.34,0.98,2574.2,0.366,0.532,,,,,,,,,
39,470,,,,,,,,,,,,,,,
39,449.5,2.75,35.36,0.94,3100.7,0.376,0.548,,,,,,,,,
39,495,,,,,,,,,,,,,,,
39,476,,,,,,,4.27,25.38,0.945,0.449,0.65,79.8,19.8,8.31,10.35
39,467.5,2.75,35.53,0.87,2938.8,0.386,0.582,4.09,24.94,0.746,0.282,0.574,78.1,18.32,8.99,8.77
39,,,,,,,,5.73,20.75,1.07,0.328,0.404,76.5,23.35,10.2,8.54
39,475,2.76,35.82,0.9,2953.7,0.394,0.584,4.5,24.52,0.756,0.323,0.537,80.9,20.85,9.41,10.36
39,467.5,,,,,,,,,,,,,,,
39,470.5,2.75,35.18,0.98,2695.4,0.356,0.532,4.03,25.09,0.821,0.249,0.464,79.2,21.66,8.99,9.58
39,456,,,,,,,,,,,,,,,
39,443,2.76,35.94,0.84,2945.4,,0.628,4.77,22.82,0.861,0.285,0.522,76.5,22.22,10.21,9.49
39,446.5,,,,,,,,,,,,,,,
39,418,,,,,,,5.24,20.96,0.91,0.178,0.497,77.6,20.02,8.6,10.03
39,452,,37.67,1.01,2864.5,0.344,0.51,,,,,,,,,
39,478,,,,,,,,,,,,79.8,21.34,9.15,8.87
39,,2.77,36.08,1.01,3045.9,0.362,0.528,,,,,,,,,
39,498,,,,,,,3.81,23.05,0.867,0.338,0.577,78.1,18.72,8.15,9.15
39,,,37.04,0.95,2807.5,0.39,0.554,,,,,,,,,
40,246.5,,,,,,,,,,,,,,,
40,284,,,,,,,,,,,,,,,
40,252.5,,,,,,,,,,,,,,,
40,231.5,,,,,,,,,,,,,,,
40,233.5,,,,,,,,,,,,,,,
40,267.5,,,,,,,,,,,,,,,
40,293,,,,,,,,,,,,,,,
40,294.5,2.85,38.45,0.81,2021.2,0.466,0.634,,,,,,,,,
40,251.5,,,,,,,,,,,,,,,
40,276,2.88,37.16,0.79,1782.7,0.446,0.622,,,,,,,,,
40,304.5,,,,,,,,,,,,,,,
40,308,2.75,35.23,0.77,1698.2,0.47,0.658,2.55,26.02,1.091,0.616,0.537,85.9,21.5,10.3,11.21
40,304,,,,,,,,,,,,,,,
40,259.5,,,,,,,3.19,26.27,1.11,0.476,0.232,82.4,20.48,12.49,9.55
40,354,,,,,,,,,,,,,,,
40,,,,,,,,5.95,,0.946,0.592,0.79,,,,
40,274,2.62,31.3,0.6,1675.7,0.578,0.784,3.31,26.48,0.969,0.634,0.265,80.9,22.35,8.87,9.51
40,215.5,,,,,,,,,,,,,,,
40,236,,,,,,,,,,,,,,,
40,318,,30.46,0.75,1876.6,0.432,0.604,3.22,26.65,0.984,0.385,0.395,74.9,21,10.12,9.9
40,309,,,,,,,,,,,,,,,
40,217,2.67,32.69,0.69,1936.8,0.528,0.7,,,,,,77.4,24.59,10.27,10.97
40,245,,,,,,,,,,,,,,,
40,286.5,2.78,35.63,0.86,2096.5,0.396,0.576,,,,,,,,,
40,278,,,,,,,,,,,,82.9,21.79,9.94,11.65
40,,2.65,32.88,0.89,2082.9,0.374,0.528,,,,,,,,,
40,207.5,,,,,,,,,1.074,0.443,0.539,,,,
40,255.5,2.86,38.06,0.8,1981.5,0.448,0.612,,,,,,,,,
40,309,,,,,,,,,,,,,,,
40,303,2.93,40.62,0.82,1995.6,0.464,0.634,6.46,22.37,1.013,0.638,0.366,,,,
40,334.5,,,,,,,,,,,,,,,
40,315.5,,,,,,,3.62,25.47,0.866,0.659,0.449,77.9,16.78,12.55,6.35
40,268.5,,,,,,,,,,,,,,,
40,285.5,2.8,36.96,0.75,1868.3,0.51,0.682,6.08,,0.916,0.437,0.23,,,,
40,365,,,,,,,,,,,,,,,
40,323,2.9,39.86,0.82,2083,0.462,0.634,5.41,25.61,0.896,0.328,0.31,74.4,14.54,11.6,6.87
40,318.5,,,,,,,,,,,,,,,
40,369.5,2.84,37.84,0.71,1846,0.504,0.692,,,,,,78.9,13.98,10.7,7.52
40,310.5,,,,,,,,,,,,76.9,14.56,9.68,7.02
40,299,2.89,39.59,0.81,2007.4,0.456,0.654,3.73,25.21,0.757,0.275,0.37,,,,
40,402.5,2.89,39.53,0.75,1729.9,0.454,0.6,4.4,29.28,0.814,0.412,0.302,81.4,15.99,12.64,6.78
40,261,2.83,37.19,0.66,1668.9,0.564,0.784,,,,,,,,,
40,286.5,2.85,37.93,0.67,1523,0.54,0.768,3.82,26,0.917,0.602,0.598,77.9,16.49,12.34,9.25
40,241,2.86,38.37,0.7,1801.5,0.54,0.726,3.37,25.32,1.305,1.002,0.608,78.9,24.07,10.95,9.53
40,325,2.59,31.44,0.53,1388.8,,,6.11,,0.653,0.308,0.15,78.9,14.67,9.91,7.7
40,,2.91,40.14,0.67,1606.1,0.556,0.762,2.93,25.29,0.963,0.098,0.229,,,,
41,430.5,2.66,30.94,0.68,1906.4,0.536,0.742,,,,,,,,,
41,429,,,,,,,,,,,,,,,
41,427,2.61,30,0.7,1856.2,0.474,0.684,,,,,,,,,
41,435,,,,,,,,,,,,,,,
41,437,2.57,30.69,0.78,1981.7,0.448,0.624,,,,,,,,,
41,440,,,,,,,,,,,,,,,
41,398,2.45,27.53,0.77,1914.2,0.434,0.598,2.23,28.1,0.825,0.343,0.327,71,28.18,11.02,11.95
41,426.5,,,,,,,,,,,,,,,
41,410.5,,,,,,,,,,,,,,,
41,398,,,,,,,,,,,,,,,
41,,,,,,,,5.03,20.79,0.808,0.535,0.416,,,,
41,424,2.45,27.71,0.71,1814.7,0.47,0.624,3.22,26.77,0.933,0.236,0.412,77.5,,12.7,11.69
41,383,,,,,,,,,,,,,,,
41,408,,,,,,,,,,,,,,,
41,408.5,2.45,27.98,0.7,1759.6,0.478,0.64,3.21,23.88,1.026,0.349,0.731,77.5,27.25,10.73,13.18
41,430,,,,,,,,,,,,,,,
41,435,,,,,,,,,,,,74.5,26.57,12.34,12.25
41,446,,,,,,,,,,,,,,,
41,,2.55,30.96,0.73,1788.5,0.462,0.612,,,,,,,,,
41,399,,,,,,,,,,,,,,,
41,422,2.51,29.39,0.77,1850.9,0.458,0.614,,,,,,,,,
41,440.5,,,,,,,4.94,19.89,1.014,0.317,0.735,73.5,28.41,10.95,10.56
41,,2.51,27.53,0.85,1897.5,0.406,0.556,,,,,,,,,
41,397,2.61,32.1,,1810.5,0.42,0.582,3.59,24,0.906,0.51,0.521,,,,
41,387.5,,,,,,,,,,,,,,,
41,401,2.52,29.14,0.67,1752.3,0.49,0.708,,,,,,,,,
41,388.5,,,,,,,,,,,,,,,
41,387,,,,,,,4.18,24.87,1.009,0.3,0.545,70,21.35,9.7,8
41,406,,,,,,,,,,,,,,,
41,427,,,,,,,,,,,,74,22.51,11.4,8.86
41,423.5,,,,,,,,,,,,73.5,21.65,8.47,7.41
41,,,,,,,,2.88,27.1,0.833,0.036,0.323,,,,
41,395,2.56,30.22,0.71,1741.9,0.492,0.686,5.77,27.35,0.961,0.373,0.309,75,22.01,9.89,7.65
41,420,,,,,,,,,,,,,,,
41,425,,,,,,,,,,,,,,,
41,418,,,,,,,5.04,25.1,0.956,0.1,0.447,71,20.74,8.66,7.35
41,418.5,,,,,,,,,,,,,,,
41,381,,,,,,,4.46,23.72,1.007,0.426,0.476,,,,
41,401,,,,,,,2.55,25.58,0.978,0.21,0.519,71.5,22.04,8.55,7.77
41,418,,,,,,,6.51,19.01,0.981,0.377,0.497,72,,,
41,417.5,,,,,,,2.52,26.99,0.958,0.328,0.487,,,,
42,587.5,,,,,,,,,,,,,,,
42,593.5,2.82,38.06,0.97,2130.6,0.374,0.536,,,,,,,,,
42,589.5,,,,,,,,,,,,,,,
42,610.5,2.85,39.05,1.03,2109.4,0.368,0.526,,,,,,,,,
42,609.5,,,,,,,,,,,,,,,
42,575,,,,,,,,,,,,,,,
42,607,2.83,38.07,1.02,2134.7,0.36,0.522,,,,,,,,,
42,567,,,,,,,,,,,,,,,
42,578,2.77,36.55,0.95,2079.2,0.368,0.52,,,,,,,,,
42,541,,,,,,,,,,,,,,,
42,548.5,2.69,34.42,0.85,1877.8,0.39,0.57,,,,,,75.7,18.34,8.19,9.1
42,580,,,,,,,,,,,,,,,
42,580,,,,,,,,,,,,,,,
42,,,,,,,,4.19,22.01,0.663,0.417,0.183,,,,
42,566,2.71,34.92,0.88,1901.7,0.4,0.572,3.11,26.52,0.874,0.496,0.293,76.7,21.61,8.98,10.61
42,567.5,,,,,,,,,,,,,,,
42,586.5,,,,,,,,,,,,,,,
42,564,2.73,35.18,0.91,1803.6,0.396,0.574,2.24,29.07,0.695,0.383,0.072,76.7,19.98,9.42,8.46
42,543,,,,,,,,,,,,,,,
42,553.5,,,,,,,,,,,,,,,
42,590,2.76,36.09,0.99,2021.4,0.37,0.52,4.89,21.45,0.833,0.329,,75.7,18.95,9.42,7.94
42,568,,,,,,,,,,,,76.7,22.46,8.36,7.97
42,,2.81,37.8,0.99,1905.5,0.36,0.506,,,,,,,,,
42,555.5,,,,,,,,,,,,74.3,20.17,9.6,8.73
42,539.5,2.78,36.91,0.94,1930,0.38,0.532,,,,,,,,,
42,,,,,,,,6.4,19.15,0.867,0.643,0.38,,,,
42,530,2.91,40.53,0.92,1740.8,0.414,0.59,,,,,,,,,
42,547.5,,,,,,,,,,,,,,,
42,497,2.92,41.08,1.15,2105.8,0.336,0.476,5.6,20.98,0.658,0.198,0.019,,,,
42,527,,,,,,,,,,,,,,,
42,530,2.91,40.91,0.98,2256.6,0.386,0.576,2.12,27.83,0.528,0.568,0.332,77.2,13.77,9.48,6.3
42,556,,,,,,,,,,,,,,,
42,508.5,2.92,41.25,1.08,2027.3,0.358,0.506,8,20.62,0.566,0.335,0.029,,,,
42,555.5,,,,,,,,,,,,,,,
42,503.5,2.82,38.2,0.96,1959.7,0.36,0.508,3,26.59,0.488,0.327,0.184,76.2,13.98,9.28,6.67
42,562,,,,,,,,,,,,,,,
42,560,2.7,34.88,0.83,1768,0.422,0.632,,,,,,75.2,17.1,9.98,8.11
42,585,,,,,,,,,,,,78.2,13.54,7.46,7.16
42,614,2.87,39.7,1.01,1941.9,0.392,0.54,4.43,30.18,0.615,0.09,0.131,,,,
42,580.5,2.81,37.76,0.92,1933.3,0.396,0.558,5.37,29.77,0.497,0.333,0.361,76.2,16.49,8.75,6.35
42,538.5,2.87,39.13,1.11,2138.1,0.332,0.486,,,,,,,,,
42,543,2.77,36.99,0.98,2039.5,0.384,0.552,2.85,28.28,0.44,0.302,0.254,75.7,16.74,8.86,6.47
42,613,,,,,,,,,,,,,,,
42,582,2.87,39.56,1.04,2080.5,0.37,0.532,3.3,27.15,0.637,0.062,,74.3,19.46,8.79,8.65
42,519.5,2.78,37.1,0.96,1853.6,0.378,0.548,4.73,20.65,0.517,0.454,0.114,76.2,15.59,9.62,7.12
42,,,,,,,,1.52,30.73,0.67,0.429,0.387,,,,
43,562.5,2.43,26.69,0.78,2269.2,0.446,0.59,,,,,,,,,
43,536,,,,,,,,,,,,,,,
43,554.5,,,,,,,,,,,,,,,
43,566.5,,,,,,,,,,,,,,,
43,584,2.4,26.54,0.77,1981.3,0.418,0.566,,,,,,,,,
43,567,,,,,,,,,,,,,,,
43,550,2.35,25.4,0.77,2099.8,0.428,0.576,,,,,,86.7,20.44,,9.71
43,556.5,2.39,26.49,0.73,2003.7,0.468,0.622,4.87,23.45,0.734,0.523,0.352,88.8,20.21,10.84,9.99
43,566.5,,,,,,,,,,,,,,,
43,579.5,2.38,25.8,0.75,1919.6,0.426,0.59,5.18,22.34,0.709,0.349,0.172,87.2,21.23,10.74,9.35
43,560,,,,,,,,,,,,,,,
43,550.5,2.42,26.96,0.67,1981.2,0.492,0.672,,,,,,78.7,17.41,10.72,10.22
43,564,,,,,,,,,,,,86.2,19.71,,9.8
43,,2.47,28.42,0.75,1832.5,0.462,0.618,,,,,,,,,
43,558.5,,,,,,,4.88,22.33,0.898,0.459,0.33,85.6,22.4,,10.86
43,,2.43,26.87,0.73,1903,0.456,0.624,,,,,,,,,
43,579.5,,,,,,,,,1.025,0.48,0.494,84,24.02,10.83,9.8
43,,2.5,,0.76,1905.8,0.456,0.614,,,,,,,,,
44,502,,,,,,,,,,,,,,,
44,,2.94,41.86,0.85,1771.5,0.444,0.676,6.27,20.78,0.832,0.096,,,,,
44,417.5,,,,,,,,,,,,,,,
44,453,,,0.8,1646.6,0.466,0.718,4.09,25.95,0.744,0.253,0.066,77.2,,9.84,7.3
44,364.5,,,,,,,,,,,,,,,
44,412,2.98,42.55,0.71,1482.3,0.584,0.816,7.91,19.25,0.96,0.138,0.195,,,,
44,399.5,,,,,,,,,,,,,,,
44,354,2.92,40.34,0.7,1488,0.522,0.772,3.5,25.32,0.83,,0.08,76.7,19,8.51,9.23
44,355,,,,,,,,,,,,,,,
44,507,,,,,,,,,,,,,,,
44,487.5,2.85,38.84,0.7,1563,0.514,0.758,,,,,,,18.14,8.2,8.49
44,380,,,,,,,,,,,,,,,
44,373.5,,,,,,,,,,,,79.7,18.36,7.77,7.46
44,360.5,2.92,40.09,0.65,1466.9,0.556,0.836,6.4,25.81,0.871,,,,,,
44,372.5,2.91,40.02,0.74,1567.9,0.502,0.754,6.11,27.62,0.966,0.181,0.179,76.2,19.16,8.5,8.77
44,499,,,,,,,,,,,,,,,
44,495.5,2.89,39.86,0.69,1517.9,0.526,0.79,,,,,,,,,
44,425.5,2.87,39.39,0.71,1569,0.506,0.744,4.1,27.7,1.008,0.087,0.168,77.7,18.92,8.92,7.39
44,480.5,,,,,,,,,,,,,,,
44,446,,,0.69,1513.3,0.52,0.76,2.83,25.54,0.776,0.204,0.257,,,,
44,450,2.87,39.47,0.74,1623.7,0.498,0.744,3.42,25.97,0.926,0.045,0.024,77.7,17.61,8.07,6.57
44,428,2.9,40.06,0.73,1635.6,0.506,0.732,3.2,24.1,0.82,,0.008,78.2,18.02,8.54,7.07
44,,2.95,41.22,0.82,1686.9,0.462,0.666,2.26,28.6,0.848,0.071,0.028,,,,
45,,,,,,,,6.57,20.84,1.059,,0.408,,,,
45,,2.87,39.47,0.72,1662.6,0.558,0.732,3.99,25.95,1.093,0.659,0.396,81.5,16.13,10.67,7.34
45,,2.96,42.26,0.65,1489.3,0.652,0.864,4.46,22.17,0.946,0.525,0.275,,,,
45,,2.79,37.23,0.6,1450.3,0.66,0.888,7.61,20.49,0.985,0.54,0.529,80.5,14.85,10.96,7.68
45,,2.83,38.67,0.64,1523.2,0.648,0.854,,,,,,75.1,16.71,10.89,7.55
45,,,,,,,,,,,,,84.4,16.95,,8.83
45,,2.87,39.53,0.68,1737.9,0.596,0.816,3.41,26.2,1.011,0.549,0.54,,,,
45,,2.91,40.75,0.65,1751.9,0.61,0.816,5.85,27.52,1.022,0.573,0.446,80,15.99,11.23,7.91
45,362,,,,,,,,,,,,,,,
45,413,2.76,36.85,0.66,1784.9,0.574,0.79,,,,,,,,,
45,396,,,,,,,,,,,,80,,,
45,380.5,,,,,,,,,,,,,,,
45,430,,,,,,,,,,,,,,,
45,433.5,,,,,,,,,,,,,,,
45,422.5,,,,,,,,,,,,,,,
46,392,,,,,,,,,,,,,,,
46,414.5,3.3,53.01,0.8,2246.5,0.538,0.776,6.55,21.41,0.982,,0.161,,,,
46,456.5,,,,,,,,,,,,,,,
46,452.5,3.19,49.37,0.77,2032.6,0.504,0.766,3.94,25.12,1.083,0.613,0.492,78.8,14.44,,7.86
46,460,,,,,,,,,,,,,,,
46,,3.14,47.58,0.8,2169.3,0.492,0.73,7.85,20.32,0.866,0.441,0.425,,,,
46,448,3.11,46.87,0.81,1936.8,0.5,0.726,5.66,21.69,0.835,0.327,0.292,79.8,14.06,,6.85
46,494.5,,,,,,,,,,,,79.8,12.9,6.84,6.88
46,456.5,3.17,49.13,0.86,2163.9,0.472,0.702,1.97,27.86,0.834,0.295,0.411,,,,
46,500,3.14,48.23,0.86,2104.3,0.456,0.67,5.1,28.84,1.09,0.464,0.67,80.3,14.18,9.43,7.6
46,,3.1,46.88,0.93,2173.3,0.428,0.626,,,,,,,,,
46,445.5,3.14,48.3,0.81,2070.7,0.486,0.722,2.03,27.1,1.132,0.305,0.308,,17.64,6.47,6.16
46,,3.1,46.82,0.9,2145.3,0.45,0.662,4.68,20.75,1.217,0.058,0.313,85.6,16.83,6.43,6.68
47,,3.08,45.79,0.79,1938.5,0.5,0.738,5.49,22.29,1.014,0.282,0.185,,,,
47,,2.95,42.02,0.75,1922.6,0.502,0.726,4.54,25.53,0.832,0.441,0.098,73.8,17.69,10.97,8.46
47,,3.05,45.08,0.78,1780.3,0.518,0.744,7.79,19.42,0.866,0.203,0.07,,,,
47,,3.07,45.76,0.84,1954,0.46,0.684,6.18,21.64,0.778,0.381,0.169,75.2,16.89,9.68,8.1
47,,2.99,43.52,0.79,1935,0.506,0.736,,,,,,78.7,17.45,10.03,8.36
47,,,,,,,,,,,,,77.7,20.08,8.98,8.4
47,,3.18,49.07,0.9,1982.4,0.46,0.664,4.02,26.2,0.983,0.287,0.268,,,,
