Season,Week,ID,value_ave_GB,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mn,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1,Zscr_BT_ave_GB,Zscr_BT_JHIM.mx,Zscr_BT_FTCT.mx,Zscr_BT_FZVmx,Zscr_BT_EccDur.mn,Zscr_BT_TTPP.mn,Zscr_BT_tm_CV_SMF1,Zscr_BT_mu.vel_CV_SMF1,Zscr_BT_logAdj_pl.up,Zscr_BT_logAdj_pl.fwd,Zscr_BT_logAdj_pl.side,Zscr_BT_HRmu_perc,Zscr_BT_pl.up_CV_SMR1,Zscr_BT_pl.fwd_CV_SMR1,Zscr_BT_pl.side_CV_SMR1,Zscr_WI_TD_acu7,Zscr_WI_HIR_17_acu7,Zscr_WI_VHSR_25_acu7
2023,3,27,,41.8,0.82,2432.4,0.484,0.672,5.08,22.89,1.07,0.408,0.384,72.1,20.44,9.01,9.24,,1.34,-0.67,-0.06,1.21,1.12,0.97,-0.74,0.61,0.34,0.02,-1.02,-0.24,-0.15,-0.21,-2.29,-1.09,-1.82
2023,3,13,421,36.91,0.69,1672.5,0.514,0.74,3.26,28.12,0.832,0.101,0.196,78.4,19.02,8.33,8.83,-0.7,0.11,-1.48,-1.78,1.68,1.8,-0.66,1.39,-0.57,-1.33,-0.94,0.37,-0.72,-0.56,-0.43,-0.02,0.65,-0.29
2023,3,23,638.5,40.11,0.8,2729.4,0.472,0.666,4.77,23.47,0.543,0.121,0.551,83.8,16.28,6.7,9.36,1.83,0.91,-0.8,0.61,1.02,1.06,0.69,-0.5,-2,-1.22,0.87,1.57,-1.67,-1.56,-0.15,-0.88,-0.07,-0.43
2023,3,14,488,40.91,0.95,2265.5,0.418,0.59,2.68,28.09,0.7,0.309,0.25,83.9,17.98,9.78,10.74,0.08,1.11,0.14,-0.44,0.17,0.3,-1.19,1.38,-1.22,-0.2,-0.66,1.59,-1.08,0.32,0.57,-0.59,0.81,0
2023,3,8,554,34.95,0.88,1996.5,0.432,0.548,3.9,26.82,0.995,0.536,0.652,77.5,30.12,13.69,12.01,0.85,-0.38,-0.3,-1.04,0.39,-0.12,-0.09,0.86,0.24,1.03,1.39,0.17,3.1,2.7,1.23,0.09,0.61,0.5
2023,3,31,605.5,45.58,0.69,2179.5,,,4.36,24.83,0.813,0.309,0.295,81.4,22.86,10.62,7.08,1.45,2.28,-1.48,-0.63,,,0.32,0.05,-0.66,-0.2,-0.43,1.04,0.6,0.83,-1.34,-2.63,-1.3,-1.96
2023,3,2,468.5,33.22,0.84,2077.5,0.414,0.59,4.28,24.95,1.024,0.337,0.509,78.9,23.26,9.4,10.59,-0.15,-0.81,-0.55,-0.86,0.11,0.3,0.25,0.1,0.39,-0.05,0.66,0.48,0.74,0.09,0.49,0.22,1.43,-0.53
2023,3,26,353,40.14,0.69,1971.5,,0.796,5.2,23.17,0.649,0.347,0.411,87,17.15,6.65,7.61,-1.49,0.92,-1.48,-1.1,,2.36,1.08,-0.62,-1.48,0.01,0.16,2.27,-1.37,-1.59,-1.06,-0.56,-0.77,-0.49
2023,3,30,434.5,,,,,,,,,,,,,,,-0.54,,,,,,,,,,,,,,,-1.01,-0.46,-1.82
2023,3,31,589,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,-1.27,-0.57,-1.15
2023,3,28,307,,,,,,,,,,,,,,,-2.03,,,,,,,,,,,,,,,-1.42,-0.53,-1.41
2023,3,40,267.5,,,,,,,,,,,,,,,-2.49,,,,,,,,,,,,,,,-0.73,-0.53,-1.23
2023,3,7,562.5,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,0.01,1.12,-0.33
2023,3,14,513,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,-0.48,0.71,-0.93
2023,3,27,474,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,-1,-0.58,-1.63
2023,3,17,489.5,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,-1.08,-0.35,-1.73
2023,3,5,485.5,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,1.24,2.09,-0.07
2023,3,20,554,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,0.32,0.18,-0.46
2023,3,30,415.5,,,,,,,,,,,,,,,-0.76,,,,,,,,,,,,,,,-0.02,0.59,-1.13
2023,3,4,513.5,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,0.92,1.91,0.05
2023,3,39,504.5,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,-0.77,-0.69,-1.56
2023,3,3,505,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,0.76,1.01,-0.2
2023,3,13,405,,,,,,,,,,,,,,,-0.89,,,,,,,,,,,,,,,0.87,1.3,-0.23
2023,3,12,397.5,,,,,,,,,,,,,,,-0.97,,,,,,,,,,,,,,,0.23,0.18,-0.15
2023,3,9,543.5,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,0.75,1.42,0.63
2023,3,38,505.5,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,-0.77,-0.38,-0.61
2023,3,37,460,,,,,,,,,,,,,,,-0.25,,,,,,,,,,,,,,,-0.06,0.51,-0.19
2023,3,35,425,,,,,,,,,,,,,,,-0.65,,,,,,,,,,,,,,,0.43,2.01,0.38
2023,3,19,407.5,,,,,,,,,,,,,,,-0.86,,,,,,,,,,,,,,,0,0.42,-0.37
2023,3,16,515.5,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,0.39,0.06,-0.27
2023,3,18,525.5,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,0,0.68,0.44
2023,3,5,514,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,1.16,2.09,0.15
2023,3,40,293,,,,,,,,,,,,,,,-2.19,,,,,,,,,,,,,,,-0.5,-0.53,-1.23
2023,3,31,576,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,-0.14,0.81,-0.1
2023,3,29,394,,,,,,,,,,,,,,,-1.01,,,,,,,,,,,,,,,0.09,0.24,-1.23
2023,3,26,391.5,,,,,,,,,,,,,,,-1.04,,,,,,,,,,,,,,,1.27,0.09,0.33
2023,3,27,481.5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,-1,-0.58,-1.63
2023,3,14,501.5,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,0.52,1.72,-0.38
2023,3,28,451.5,,,,,,,,,,,,,,,-0.34,,,,,,,,,,,,,,,-0.44,0.37,-1.18
2023,3,17,380,,,,,,,,,,,,,,,-1.18,,,,,,,,,,,,,,,-0.49,0.02,-1.05
2023,3,42,609.5,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,0.57,1.09,0.75
2023,3,15,556.5,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,1.27,1.35,0.47
2023,3,22,475,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,-0.7,0.07,-0.83
2023,3,34,636,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,-0.04,-0.03,-0.22
2023,3,41,429,,,,,,,,,,,,,,,-0.61,,,,,,,,,,,,,,,-0.53,-1.12,-1.2
2023,3,1,403,,,,,,,,,,,,,,,-0.91,,,,,,,,,,,,,,,0.16,0.04,-0.76
2023,3,24,489.5,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,-0.45,0.2,-1.03
2023,3,23,652.5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,-0.78,-0.04,-1.63
2023,3,8,503.5,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,1.09,1.4,0.39
2023,3,33,449.5,,,,,,,,,,,,,,,-0.37,,,,,,,,,,,,,,,1.25,1.47,1.54
2023,3,11,503,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,0.96,1.35,0.15
2023,3,10,427,,,,,,,,,,,,,,,-0.63,,,,,,,,,,,,,,,0.5,1.38,-0.15
2023,3,25,338.5,,,,,,,,,,,,,,,-1.66,,,,,,,,,,,,,,,-0.01,-0.16,-0.01
2023,3,32,434,,,,,,,,,,,,,,,-0.55,,,,,,,,,,,,,,,0.09,0.29,-0.5
2023,3,30,424.5,,,,,,,,,,,,,,,-0.66,,,,,,,,,,,,,,,1.25,1.76,-0.71
2023,4,43,562.5,26.69,0.78,2269.2,0.446,0.59,,,,,,,,,,0.95,-2.44,-0.92,-0.43,0.61,0.3,,,,,,,,,,-2.58,-1.32,-1.31
2023,4,30,448,,,,,,5.11,23.69,0.917,0.315,0.183,82.9,19.98,9.02,7.23,-0.39,,,,,,1,-0.41,-0.15,-0.17,-1,1.37,-0.39,-0.14,-1.26,0.87,1.48,-0.76
2023,4,20,592,37.98,1.17,2962.2,0.35,0.448,4.43,23.84,0.753,,,83.1,17.22,7.6,10.03,1.29,0.38,1.5,1.14,-0.89,-1.13,0.39,-0.35,-0.96,,,1.41,-1.34,-1.01,0.2,0.38,0.58,0.2
2023,4,3,451,37.04,0.98,2454.2,0.372,0.508,3.08,26.83,1.319,0.683,0.747,77.7,20.46,9.6,11.27,-0.35,0.15,0.32,-0.01,-0.55,-0.53,-0.83,0.87,1.85,1.83,1.88,0.22,-0.23,0.21,0.85,0.32,0.63,-0.2
2023,4,39,449,36.34,0.98,2574.2,0.366,0.532,,,,,,,,,,-0.37,-0.03,0.32,0.26,-0.64,-0.29,,,,,,,,,,-0.66,0.5,-1.56
2023,4,4,516.5,35.75,0.97,2186.2,0.368,0.538,4.01,27.26,1.269,0.591,0.445,77.7,19.23,8.4,8.88,0.41,-0.18,0.26,-0.62,-0.61,-0.22,0.01,1.04,1.6,1.33,0.33,0.22,-0.65,-0.52,-0.4,-0.02,1.14,-0.13
2023,4,42,575,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,0.27,0.02,0.19
2023,4,25,245,28.23,0.64,2328.2,0.506,,6.05,20.98,0.867,0.528,0.78,78.9,20.03,9.67,12.23,-2.75,-2.05,-1.79,-0.29,1.55,,1.84,-1.52,-0.39,0.99,2.04,0.48,-0.38,0.25,1.35,0.27,1.16,-1.03
2023,4,15,597.5,36.98,0.62,2632.2,0.536,0.84,4.29,25.39,1.463,0.707,0.643,80.4,18.53,10.01,10.33,1.36,0.13,-1.92,0.39,2.02,2.8,0.26,0.28,2.57,1.96,1.34,0.82,-0.89,0.46,0.36,1.28,1.35,0.17
2023,4,27,462.5,40.67,0.74,2324.2,0.546,0.756,4.34,24.06,1.229,0.533,0.542,68.7,21.02,9.42,10.61,-0.22,1.05,-1.17,-0.3,2.18,1.96,0.31,-0.26,1.41,1.02,0.83,-1.77,-0.04,0.1,0.5,-0.37,1.58,-1.63
2023,4,28,395,36.95,0.81,2427.2,0.442,0.646,2.56,26.21,,0.59,0.243,69.9,24.47,8.85,9.44,-1,0.12,-0.74,-0.07,0.55,0.86,-1.29,0.61,,1.33,-0.7,-1.51,1.15,-0.25,-0.11,0.49,1.41,-0.74
2023,4,11,455.5,35.81,0.72,2344.2,0.506,0.708,4.72,25.88,1.02,0.372,0.244,83.9,24.8,,9.14,-0.3,-0.16,-1.3,-0.26,1.55,1.48,0.65,0.48,0.37,0.14,-0.69,1.59,1.27,,-0.27,0.96,1.8,0.44
2023,4,1,410.5,37.28,1.22,,0.314,0.41,3.03,27.11,0.633,0.171,0.303,70.4,25.27,10.49,11.19,-0.82,0.21,1.82,,-1.46,-1.51,-0.87,0.98,-1.56,-0.95,-0.39,-1.39,1.43,0.75,0.8,1.01,1.29,0.48
2023,4,29,,48.02,0.75,,,0.788,4.85,24.32,0.784,0.054,0.085,76,20.7,7.19,8.98,,2.89,-1.11,,,2.28,0.76,-0.16,-0.81,-1.58,-1.51,-0.16,-0.15,-1.26,-0.35,0.85,1.1,-0.95
2023,4,14,478.5,44.83,0.91,2263.2,0.452,0.628,2.51,29.12,0.838,0.362,0.101,82.3,17.7,10.96,11.35,-0.03,2.09,-0.11,-0.44,0.71,0.68,-1.34,1.8,-0.54,0.09,-1.42,1.24,-1.18,1.04,0.89,0.8,1.71,1.03
2023,4,31,587.5,45.42,0.72,2193.2,,0.804,3.07,25.4,0.964,0.309,0.133,78.4,20.92,10.79,7.7,1.24,2.24,-1.3,-0.6,,2.44,-0.83,0.28,0.09,-0.2,-1.26,0.37,-0.07,0.93,-1.02,0.87,2.08,0.59
2023,4,23,650,41.47,0.81,3191.2,0.484,0.668,3.68,23.85,0.429,0.031,0.556,82.7,15.6,6.95,,1.97,1.25,-0.74,1.66,1.21,1.08,-0.29,-0.35,-2.57,-1.71,0.9,1.32,-1.9,-1.4,,-1.13,-0.83,-1.63
2023,4,8,454.5,34.73,0.86,1740.2,0.408,0.562,,,,,,,,,,-0.31,-0.43,-0.42,-1.62,0.02,0.02,,,,,,,,,,1.18,1.75,0.12
2023,4,5,503,38.18,0.83,2255.2,0.452,0.624,3.58,28.76,0.933,0.132,0.269,76.8,22.52,8.09,9.31,0.25,0.43,-0.61,-0.46,0.71,0.64,-0.38,1.65,-0.07,-1.16,-0.57,0.02,0.48,-0.71,-0.18,0.64,1.1,0.21
2023,4,10,447,32.65,1.18,3247.2,0.32,0.416,3.21,27.72,1.273,0.684,0.6,78.5,25.54,12.98,11.7,-0.4,-0.95,1.57,1.78,-1.36,-1.45,-0.71,1.23,1.62,1.84,1.12,0.4,1.52,2.27,1.07,0.89,1.72,0
2023,4,9,565.5,37.37,0.89,2659.2,0.43,0.568,3.95,27.16,0.717,0.348,0.455,72,21.65,8.67,10.71,0.98,0.23,-0.24,0.45,0.36,0.08,-0.04,1,-1.14,0.01,0.38,-1.04,0.18,-0.36,0.55,0.7,1.25,0.41
2023,4,33,458.5,35.65,0.89,1951.2,0.426,0.586,2.29,24.08,0.971,0.273,0.332,,22.93,11.06,11.57,-0.26,-0.2,-0.24,-1.15,0.3,0.26,-1.54,-0.25,0.12,-0.39,-0.24,,0.62,1.1,1,1.95,2.41,1.93
2023,4,35,446,41.06,1.28,2885.2,0.304,0.404,2.91,28.77,0.861,0.296,0.264,83.2,25.22,11.17,10.82,-0.41,1.15,2.19,0.96,-1.62,-1.57,-0.98,1.66,-0.42,-0.27,-0.59,1.43,1.41,1.16,0.61,0.68,2.34,0.03
2023,4,40,294.5,38.45,0.81,2021.2,0.466,0.634,,,,,,,,,,-2.17,0.5,-0.74,-0.99,0.93,0.74,,,,,,,,,,-0.49,-0.01,-1.01
2023,4,22,470.5,28.8,0.8,2181.2,0.446,0.618,2.57,27.31,0.836,0.103,0.207,78.6,23.2,9.69,12.39,-0.12,-1.91,-0.8,-0.63,0.61,0.58,-1.28,1.06,-0.55,-1.32,-0.88,0.42,0.71,0.26,1.43,0.65,1.3,0.77
2023,4,16,523.5,39.15,1.14,3423.2,0.33,0.418,2.98,27.96,1.241,0.499,0.39,77.7,22.82,8.81,9.42,0.49,0.67,1.32,2.18,-1.21,-1.43,-0.92,1.33,1.47,0.83,0.05,0.22,0.58,-0.27,-0.12,0.77,0.82,0.19
2023,4,21,564,35.55,1.05,2577.2,0.34,0.466,1.96,26.2,1.11,0.584,0.499,67.9,24.27,9.33,14.42,0.97,-0.23,0.76,0.27,-1.05,-0.95,-1.83,0.61,0.81,1.29,0.61,-1.95,1.08,0.04,2.49,-0.33,0.22,-0.44
2023,4,12,449,37.49,0.87,2041.2,0.434,0.586,4.04,25.91,0.968,0.115,,76.5,20.19,8.25,8.31,-0.37,0.26,-0.36,-0.94,0.42,0.26,0.04,0.49,0.11,-1.25,,-0.05,-0.32,-0.61,-0.7,1.03,1.53,1.02
2023,4,24,511.5,35.77,0.91,2675.2,0.418,0.546,2.13,25.29,0.698,0.132,0.289,78.4,20.24,8.29,14.27,0.35,-0.17,-0.11,0.49,0.17,-0.14,-1.68,0.24,-1.23,-1.16,-0.46,0.37,-0.3,-0.59,2.41,-0.14,1.41,-0.93
2023,4,37,402.5,33.76,1.14,3016.2,0.31,0.414,2.91,25.17,0.807,0.22,,69.8,17.41,6.94,10.17,-0.92,-0.67,1.32,1.26,-1.52,-1.47,-0.98,0.19,-0.69,-0.68,,-1.53,-1.28,-1.41,0.27,0.47,1.26,0.32
2023,4,32,444.5,40.32,0.9,3052.2,0.418,0.568,3.99,24.08,0.804,0.281,0.204,82.8,17.63,7.71,7.88,-0.43,0.97,-0.18,1.34,0.17,0.08,-0.01,-0.25,-0.71,-0.35,-0.9,1.35,-1.2,-0.94,-0.92,0.79,1.11,0.17
2023,4,17,436.5,43.63,1.01,2699.2,0.422,0.566,2.57,27.93,0.615,0.391,0.475,83.5,22.61,11.93,13.62,-0.52,1.79,0.51,0.54,0.24,0.06,-1.28,1.31,-1.65,0.25,0.49,1.5,0.51,1.63,2.07,-0.28,0.05,-0.48
2023,4,36,,38.15,1.2,2609.2,0.294,0.422,2.2,28.72,1.164,0.521,0.132,75.9,20.89,12.67,10.3,,0.42,1.69,0.34,-1.77,-1.39,-1.62,1.64,1.08,0.95,-1.27,-0.18,-0.08,2.08,0.34,0.93,1.51,0.54
2023,4,34,632,40.63,0.94,2611.2,0.412,0.556,3.52,27.38,0.852,0.213,0.051,,19.66,10.35,9.63,1.76,1.04,0.07,0.35,0.08,-0.04,-0.43,1.09,-0.47,-0.72,-1.68,,-0.5,0.67,-0.01,1.21,1.32,0.48
2023,4,13,423,35.76,0.66,1640.2,0.522,0.76,2.2,28.02,1.039,0.419,0.492,74,19.79,9.4,9.48,-0.68,-0.17,-1.67,-1.85,1.81,2,-1.62,1.35,0.46,0.4,0.57,-0.6,-0.46,0.09,-0.09,1.17,1.42,0.73
2023,4,38,504.5,38.89,0.96,2432.2,0.38,0.54,4.18,23.82,1.121,0.458,0.354,,19.43,8.75,8.2,0.27,0.61,0.2,-0.06,-0.42,-0.2,0.16,-0.36,0.87,0.61,-0.13,,-0.58,-0.31,-0.76,-0.21,0.64,-0.57
2023,4,41,427,30,0.7,1856.2,0.474,0.684,,,,,,,,,,-0.63,-1.61,-1.42,-1.36,1.05,1.24,,,,,,,,,,-0.14,0.58,-1.2
2023,4,26,361.5,39.97,0.82,2097.2,0.496,,4.84,23.71,0.827,0.292,0.416,66.5,18.32,6.62,7.92,-1.39,0.88,-0.67,-0.82,1.4,,0.76,-0.4,-0.59,-0.29,0.19,-2.26,-0.97,-1.61,-0.9,2,1.11,1.27
2023,4,19,385,36.21,0.9,2147.2,0.448,0.588,4.35,23.98,0.939,0.266,0.489,74.4,19.93,8.48,12.09,-1.12,-0.06,-0.18,-0.7,0.64,0.28,0.32,-0.29,-0.04,-0.43,0.56,-0.51,-0.41,-0.47,1.27,-0.52,0.52,-1.08
2023,4,2,,36.41,0.98,2252.2,0.366,0.52,4.58,23.55,1.038,0.369,0.628,74.7,22.92,9.15,10.28,,-0.01,0.32,-0.47,-0.64,-0.41,0.52,-0.47,0.46,0.13,1.27,-0.44,0.62,-0.07,0.33,0.33,1.18,-0.22
2023,4,30,418.5,,,,,,,,,,,,,,,-0.73,,,,,,,,,,,,,,,1.05,1.34,-0.6
2023,4,29,306,,,,,,,,,,,,,,,-2.04,,,,,,,,,,,,,,,1.08,1.22,-0.56
2023,4,31,542,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,0.99,2.08,0.77
2023,4,27,448.5,,,,,,,,,,,,,,,-0.38,,,,,,,,,,,,,,,-0.32,1.56,-1.13
2023,4,8,490.5,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,-0.15,1.06,-0.91
2023,4,5,484,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,0.83,1.2,1.26
2023,4,14,491,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,0.94,1.84,1.28
2023,4,20,524.5,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,0.47,1.09,-0.13
2023,4,43,536,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,-1.08,-0.51,-1.31
2023,4,39,470,,,,,,,,,,,,,,,-0.13,,,,,,,,,,,,,,,-0.62,0.23,-1.56
2023,4,3,509,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,0.63,1.04,0.92
2023,4,4,541.5,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,0.03,0.01,-0.56
2023,4,29,410,,,,,,,,,,,,,,,-0.83,,,,,,,,,,,,,,,1.04,0.67,0.11
2023,4,7,532,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,-2.29,-1.33,-1.71
2023,4,28,380.5,,,,,,,,,,,,,,,-1.17,,,,,,,,,,,,,,,0.71,1.03,0.6
2023,4,24,463,,,,,,,,,,,,,,,-0.21,,,,,,,,,,,,,,,0.17,1.64,-0.64
2023,4,41,435,,,,,,,,,,,,,,,-0.54,,,,,,,,,,,,,,,-0.84,0.57,-1.2
2023,4,38,514.5,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,0.84,1.15,-0.65
2023,4,19,408,,,,,,,,,,,,,,,-0.85,,,,,,,,,,,,,,,0.58,0.56,-1.08
2023,4,27,510,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,0.65,1.99,-1.01
2023,4,1,398,,,,,,,,,,,,,,,-0.97,,,,,,,,,,,,,,,1.27,1.45,0.45
2023,4,10,461,,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,1.03,1.13,0.15
2023,4,14,534.5,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,1.05,1.31,1.07
2023,4,11,499,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,0.35,0.69,-0.49
2023,4,34,636.5,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,1.48,1.5,1
2023,4,8,541,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,-0.86,0.06,-1.12
2023,4,23,608,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,0.21,1.35,-0.77
2023,4,21,565.5,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,-0.32,-0.13,-0.91
2023,4,13,446,,,,,,,,,,,,,,,-0.41,,,,,,,,,,,,,,,1.26,1.19,0.88
2023,4,35,443.5,,,,,,,,,,,,,,,-0.44,,,,,,,,,,,,,,,0.98,1.61,-0.12
2023,4,9,532,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,0.86,0.74,-0.32
2023,4,12,433.5,,,,,,,,,,,,,,,-0.55,,,,,,,,,,,,,,,0.94,1.35,0.77
2023,4,32,438,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,0.98,0.93,-0.28
2023,4,16,538.5,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,1.1,1.27,0.73
2023,4,2,454,,,,,,,,,,,,,,,-0.32,,,,,,,,,,,,,,,0.55,0.65,-0.46
2023,4,22,478.5,,,,,,,,,,,,,,,-0.03,,,,,,,,,,,,,,,1.04,1.5,0.49
2023,4,40,251.5,,,,,,,,,,,,,,,-2.67,,,,,,,,,,,,,,,0.07,0.32,-0.63
2023,4,15,526.5,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,1.42,1.59,-0.24
2023,4,37,460.5,,,,,,,,,,,,,,,-0.24,,,,,,,,,,,,,,,0.9,0.96,0.2
2023,4,18,513.5,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,0.9,0.13,0.1
2023,4,25,369,,,,,,,,,,,,,,,-1.31,,,,,,,,,,,,,,,0.71,2.55,-0.3
2023,4,31,552,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,0.94,1.16,0.01
2023,4,5,516,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,0.83,0.7,1.35
2023,4,17,334.5,,,,,,,,,,,,,,,-1.71,,,,,,,,,,,,,,,0.36,-0.08,-0.43
2023,4,30,427.5,,,,,,,,,,,,,,,-0.62,,,,,,,,,,,,,,,1.34,1.09,-0.87
2023,8,4,480,38.35,1.01,2242.7,0.368,0.538,,,,,,,,,,-0.01,0.47,0.51,-0.49,-0.61,-0.22,,,,,,,,,,-0.95,-1.48,0.85
2023,8,39,449.5,35.36,0.94,3100.7,0.376,0.548,,,,,,,,,,-0.37,-0.27,0.07,1.45,-0.49,-0.12,,,,,,,,,,0.05,-1.5,0.82
2023,8,20,556,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,-2.22,-1.43,-1.58
2023,8,30,440.5,39.53,,2093.7,0.444,0.65,,,,,,,,,,-0.47,0.77,,-0.82,0.58,0.9,,,,,,,,,,-0.55,-1.42,1.1
2023,8,43,554.5,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,0.53,-1.32,2.17
2023,8,3,468,35.3,0.94,2337.7,0.396,0.53,,,,,,,,,,-0.15,-0.29,0.07,-0.27,-0.17,-0.31,,,,,,,,,,-0.82,-0.73,1.08
2023,8,24,442,35.57,0.95,2886.7,0.41,0.522,,,,,,,,,,-0.46,-0.22,0.14,0.97,0.05,-0.39,,,,,,,,,,-2.3,-1.29,-1.47
2023,8,27,498.5,39.48,0.75,2345.7,0.508,0.704,,,,,,,,,,0.2,0.76,-1.11,-0.26,1.59,1.44,,,,,,,,,,-0.57,-1.47,2.05
2023,8,18,542,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,-1.97,-1.32,-1.37
2023,8,31,484,41.7,0.78,2377.7,0.506,0.7,,,,,,,,,,0.03,1.31,-0.92,-0.18,1.55,1.4,,,,,,,,,,-0.56,-1.47,1.64
2023,8,11,,36.39,0.86,2576.7,0.436,0.608,,,,,,,,,,,-0.02,-0.42,0.27,0.46,0.48,,,,,,,,,,-1.36,-1.47,0.49
2023,8,14,532,42.28,1.02,2400.7,0.418,0.57,,,,,,,,,,0.59,1.46,0.57,-0.13,0.17,0.1,,,,,,,,,,-0.98,-1.48,0.13
2023,8,23,621,41.3,0.84,2976.7,0.44,0.616,,,,,,,,,,1.63,1.21,-0.55,1.17,0.52,0.56,,,,,,,,,,-0.29,-0.17,2.23
2023,8,29,399.5,43.96,0.96,1957.7,0.436,0.574,,,,,,,,,,-0.95,1.88,0.2,-1.13,0.46,0.14,,,,,,,,,,-0.27,-1.31,0.66
2023,8,40,276,37.16,0.79,1782.7,0.446,0.622,,,,,,,,,,-2.39,0.18,-0.86,-1.53,0.61,0.62,,,,,,,,,,0.56,0.33,-0.52
2023,8,9,559.5,39.28,0.96,2785.7,0.398,0.534,,,,,,,,,,0.91,0.71,0.2,0.74,-0.14,-0.27,,,,,,,,,,-1.37,-1.41,0.85
2023,8,7,523,32.74,0.85,1955.7,0.42,0.594,,,,,,,,,,0.49,-0.93,-0.49,-1.14,0.2,0.34,,,,,,,,,,-0.45,-1.46,1.46
2023,8,5,518,38.38,0.86,2329.7,0.462,0.602,,,,,,,,,,0.43,0.48,-0.42,-0.29,0.86,0.42,,,,,,,,,,-0.77,-0.87,-0.01
2023,8,2,523,36.05,0.98,2278.7,0.376,0.498,,,,,,,,,,0.49,-0.1,0.32,-0.41,-0.49,-0.63,,,,,,,,,,-1.1,-1.11,1.13
2023,8,8,575.5,39.6,0.86,1655.7,0.454,0.612,,,,,,,,,,1.1,0.79,-0.42,-1.81,0.74,0.52,,,,,,,,,,-0.69,-0.7,1.25
2023,8,21,,37.24,1.13,,0.328,0.432,,,,,,,,,,,0.2,1.26,,-1.24,-1.29,,,,,,,,,,-1.15,-1.17,-1.56
2023,8,34,661.5,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,-1.44,-1.03,-1.41
2023,8,32,422,,,,,,,,,,,,,,,-0.69,,,,,,,,,,,,,,,-1.77,-1.01,-1.39
